AY703910	0
DQ369998	0
DQ093605	0
AY772691	0
DQ351229	0
AY463233	0
AY703911	0
DQ011171	0
DQ396381	0
DQ396390	1
DQ369995	0
DQ093597	0
DQ275656	0
DQ164122	0
AY878066	1
DQ445635	0
DQ056418	0
AY585265	1
DQ396397	0
DQ093586	0
AY901966	0
AY901972	0
DQ056410	0
DQ011175	0
DQ369988	0
DQ164117	0
DQ275647	0
DQ093592	0
AY463232	0
DQ275652	0
AY901980	0
DQ275648	1
DQ275663	0
AY463225	0
DQ164107	0
DQ275644	0
DQ164108	0
DQ396373	0
DQ396377	0
DQ369982	0
AY878068	0
DQ093594	0
AY772694	0
DQ369997	0
DQ351231	0
AY463229	0
AY772701	0
DQ011165	0
DQ011179	0
AY585267	0
DQ164129	0
DQ351233	0
DQ056413	0
DQ011167	0
DQ396386	0
DQ351236	0
DQ396387	0
DQ351234	0
AY703909	0
DQ056405	0
AY878062	0
DQ056404	0
DQ445632	0
DQ011178	0
DQ093602	0
DQ056416	0
DQ396384	0
DQ445634	0
DQ369980	0
DQ369996	0
DQ093607	0
DQ011180	0
DQ369987	1
DQ396396	0
AY772698	0
DQ369991	0
DQ056414	0
AY878071	0
DQ275661	0
DQ275642	0
DQ275643	0
DQ351228	0
DQ011173	0
AY878064	0
DQ275651	1
DQ396376	0
DQ164116	0
DQ011169	0
AY463223	0
AY463228	1
DQ275657	0
DQ396394	0
AY463231	0
DQ056412	0
DQ351218	0
AY772696	0
DQ351222	0
DQ396374	1
DQ351226	0
AY878058	0
DQ351230	0
DQ164104	0
AY772690	0
DQ396367	0
DQ093593	0
DQ011170	0
DQ396395	0
DQ164113	0
AY878070	0
AY463219	0
AY463221	0
AY878072	0
DQ093585	0
DQ369984	0
DQ275659	0
DQ351224	0
DQ369981	0
AY901965	0
AY585266	0
DQ396368	0
AY772695	0
DQ351227	0
AY901975	0
AY878063	0
DQ351216	0
AY878067	0
AY463220	0
DQ396391	0
AY772693	0
DQ445636	0
AY901981	0
DQ445633	0
AY463227	0
DQ275660	0
DQ369976	0
DQ351220	0
DQ396371	0
DQ164109	0
DQ275654	0
DQ164119	0
DQ093588	0
DQ396382	1
DQ275653	0
DQ164115	0
DQ369990	0
DQ056409	0
AY901969	0
DQ164126	0
DQ093601	0
DQ093599	0
AY901967	0
DQ396399	0
DQ164105	0
AY878060	1
DQ396392	0
DQ396369	0
DQ164111	0
DQ093587	0
DQ093606	0
AY878054	0
AY901976	0
DQ011166	0
DQ275646	0
AY901968	0
DQ164114	0
DQ396375	0
AY463217	0
DQ369993	0
AY463218	0
DQ396379	0
DQ011176	0
DQ093591	0
DQ056411	0
DQ056406	0
DQ275658	0
DQ396370	0
DQ351223	0
AY878056	0
DQ275645	0
DQ351221	0
DQ164110	0
AY772699	0
DQ164106	0
AY878059	0
DQ011168	0
AY878055	0
AY463222	0
DQ396383	0
AY901977	0
DQ396372	0
AY463234	0
AY463235	0
DQ275655	0
DQ369979	0
DQ164120	0
DQ369977	0
DQ351219	0
DQ369986	1
DQ445637	0
DQ011174	0
DQ369978	0
DQ369983	0
DQ093600	0
AY901978	0
AY878057	0
AY463237	0
DQ011172	0
DQ396378	0
AY463226	0
DQ351225	0
AY838565	0
DQ369992	0
DQ093596	0
DQ275664	0
AY901979	0
DQ164127	0
DQ351217	0
AY463230	0
DQ396364	0
AY901970	0
AY901973	0
DQ093590	0
DQ445631	0
AY878065	0
DQ396393	0
DQ093598	0
AY772692	0
DQ369994	0
AY878069	0
DQ369989	0
DQ056417	0
DQ396388	0
DQ056415	0
DQ351232	0
AY878061	0
DQ093604	0
AY463224	1
DQ164121	0
DQ396385	0
DQ164118	0
DQ093595	0
DQ396365	0
DQ275662	0
AY901974	0
DQ369985	0
AY463236	0
AY772700	0
DQ011177	0
AY838567	0
DQ396366	0
DQ275650	0
DQ275649	1
DQ351237	0
DQ396380	0
DQ093603	0
DQ093589	0
AY772697	0
DQ351235	0
DQ396389	0
DQ396400	0
DQ396398	0
K03455	0
