FS_123	5
1S_256	1
FS_108	5
FF_124	4
FF_477	4
FF_33	4
FS_184	5
FF_113	4
FF_186	4
FF_123	4
FF_106	4
FF_228	4
FF_121	4
FF_493	4
1F_85	0
FF_190	4
1F_215	0
1S_138	1
FF_240	4
ZF_187	6
ZF_153	6
FF_142	4
FF_211	4
FF_283	4
1F_75	0
FF_119	4
FF_454	4
FF_163	4
5F_197	2
FF_298	4
5F_251	2
1F_156	0
FF_340	4
FF_220	4
FF_373	4
FF_346	4
FF_165	4
FF_219	4
FF_256	4
FF_133	4
FF_131	4
FF_214	4
FF_164	4
FF_122	4
FF_231	4
FF_162	4
FF_476	4
ZF_161	6
FF_216	4
FF_203	4
1F_161	0
FF_104	4
1F_234	0
FF_212	4
5F_169	2
FF_458	4
1F_2	0
FF_96	4
FF_182	4
1F_71	0
1F_108	0
FF_7	4
FF_302	4
5F_98	2
1F_260	0
1F_17	0
5F_249	2
5F_279	2
1F_24	0
1F_164	0
5F_269	2
1F_211	0
FF_77	4
FF_316	4
1F_79	0
5F_73	2
FF_79	4
1F_90	0
1F_201	0
5F_119	2
1F_94	0
1F_280	0
ZF_23	6
FF_337	4
1F_66	0
5F_143	2
FF_295	4
1F_180	0
FF_351	4
5F_49	2
5F_304	2
1F_174	0
1F_238	0
5F_172	2
5F_183	2
5F_155	2
1F_193	0
FF_277	4
1F_39	0
5F_186	2
FF_480	4
1F_205	0
FF_384	4
FF_8	4
FF_9	4
1F_287	0
FF_257	4
1F_121	0
FF_301	4
FF_15	4
FF_63	4
5F_148	2
FF_226	4
5F_245	2
ZF_26	6
FF_51	4
FF_345	4
1F_81	0
5F_259	2
1F_125	0
5F_212	2
FF_150	4
1F_4	0
1F_36	0
FF_285	4
FF_72	4
FF_65	4
FF_262	4
FF_492	4
5F_323	2
FF_452	4
1F_261	0
FF_85	4
5F_325	2
FF_354	4
1F_92	0
5F_309	2
1F_240	0
FF_4	4
5F_256	2
1F_230	0
FF_468	4
FF_92	4
FF_447	4
FF_45	4
5F_224	2
1F_20	0
5F_174	2
1F_221	0
5F_65	2
5F_268	2
FF_5	4
5F_31	2
1F_213	0
FF_313	4
5F_316	2
5F_222	2
5F_266	2
FF_472	4
1F_104	0
FF_342	4
FF_32	4
FF_84	4
1F_73	0
FF_62	4
5F_132	2
1F_115	0
1F_99	0
FF_230	4
FF_179	4
FF_217	4
1F_160	0
FF_173	4
FF_252	4
5F_25	2
5F_45	2
FF_291	4
FS_259	5
FF_349	4
1F_30	0
ZF_141	6
1S_10	1
FF_232	4
FF_320	4
5F_136	2
FF_130	4
FF_206	4
FF_288	4
FS_206	5
FF_343	4
1F_247	0
FS_238	5
FF_159	4
FF_317	4
FS_214	5
FF_263	4
FF_236	4
FS_203	5
FF_134	4
FF_188	4
FF_451	4
FF_31	4
FF_489	4
FF_380	4
FS_104	5
FF_483	4
FS_134	5
FF_155	4
FF_2	4
FF_498	4
FF_19	4
FF_279	4
FF_167	4
FF_166	4
FF_443	4
FS_215	5
FF_222	4
1S_257	1
FF_344	4
FF_284	4
1F_236	0
1F_259	0
FF_99	4
1S_143	1
FS_129	5
5F_177	2
1S_123	1
FS_217	5
FS_272	5
FF_197	4
FS_143	5
FF_68	4
FS_144	5
FF_495	4
FF_187	4
1F_128	0
FF_93	4
1F_69	0
FS_148	5
FS_103	5
FS_219	5
FF_118	4
ZS_109	7
1S_136	1
1S_45	1
5S_187	3
1S_209	1
1S_242	1
FF_255	4
FF_482	4
FF_100	4
ZF_155	6
ZF_157	6
1F_146	0
1F_223	0
FF_497	4
FF_209	4
FF_195	4
FF_286	4
FF_461	4
1F_151	0
FF_109	4
FF_464	4
ZF_53	6
ZF_45	6
5F_80	2
5F_112	2
5F_247	2
ZF_105	6
FF_296	4
FF_181	4
ZF_71	6
FF_273	4
1F_218	0
ZF_61	6
1F_220	0
5F_90	2
1F_257	0
FF_82	4
5F_299	2
FF_178	4
FF_310	4
ZF_18	6
ZF_225	6
ZF_75	6
ZF_22	6
ZF_35	6
FF_154	4
FF_491	4
FF_457	4
FF_474	4
1F_295	0
